transfer date,month,day,transfer season,from club name,to club name,transfer fee,market value,player name,country,position,team,league,age,birth year,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
2024,7,1,24/25,Union Berlin,Heidenheim,1250000,2700000,Mikkel Kaufmann,DEN,FW,Union Berlin,de Bundesliga,22,2001,18,4,486,5.4,1,0,1,1,0,0,0,0,1.3,1.3,1,2.3,6,11,34,0.19,0,0.19,0.19,0.19,0.24,0.18,0.42,0.24,0.42
2024,8,22,24/25,Alavés,Valencia,1200000,4000000,Luis Rioja,ESP,"FW,MF",Alavés,es La Liga,29,1993,37,31,2498,27.8,5,4,9,2,3,4,4,0,6.1,3,3.9,6.9,70,77,173,0.18,0.14,0.32,0.07,0.22,0.22,0.14,0.36,0.11,0.25
2024,7,9,24/25,Frosinone,Hellas Verona,1200000,2700000,Abdou Harroui,NED,"MF,FW",Frosinone,it Serie A,25,1998,18,13,1019,11.3,3,3,6,2,1,1,2,0,3.1,2.3,1.2,3.5,43,38,56,0.26,0.26,0.53,0.18,0.44,0.27,0.1,0.38,0.21,0.31
2024,7,1,24/25,Chaves,UD Almería,1200000,1500000,Bruno Langa,MOZ,DF,Almería,es La Liga,25,1997,11,9,820,9.1,1,0,1,1,0,0,1,1,0.2,0.2,0.4,0.5,14,25,30,0.11,0,0.11,0.11,0.11,0.02,0.04,0.06,0.02,0.06
2025,1,29,24/25,Real Valladolid,Venezia,1000000,2800000,Kike Pérez,ESP,"MF,FW",Rayo Vallecano,es La Liga,26,1997,24,9,835,9.3,1,0,1,1,0,0,7,0,1.9,1.9,0.6,2.4,17,47,42,0.11,0,0.11,0.11,0.11,0.2,0.06,0.26,0.2,0.26
2025,1,28,24/25,Montpellier,1.FSV Mainz 05,1000000,8000000,Arnaud Nordin,FRA,"FW,MF",Montpellier,fr Ligue 1,25,1998,20,15,1246,13.8,5,3,8,5,0,0,1,1,3.6,3.6,3,6.5,56,52,125,0.36,0.22,0.58,0.36,0.58,0.26,0.21,0.47,0.26,0.47
2024,8,5,24/25,E. Frankfurt,Panathinaikos,1000000,2000000,Philipp Max,GER,DF,Eint Frankfurt,de Bundesliga,29,1993,23,17,1350,15,1,2,3,1,0,0,2,0,0.2,0.2,2.8,3,25,63,56,0.07,0.13,0.2,0.07,0.2,0.02,0.18,0.2,0.02,0.2
2024,7,25,24/25,Fiorentina,Palermo,1000000,1800000,Niccolò Pierozzi,ITA,DF,Salernitana,it Serie A,21,2001,12,11,871,9.7,1,0,1,1,0,0,6,0,0.2,0.2,0,0.3,3,16,20,0.1,0,0.1,0.1,0.1,0.03,0.01,0.03,0.03,0.03
2024,7,15,24/25,Athletic,Alavés,1000000,2500000,Asier Villalibre,ESP,FW,Athletic Club,es La Liga,25,1997,18,4,513,5.7,2,1,3,2,0,0,0,0,1.7,1.7,1,2.7,6,10,29,0.35,0.18,0.53,0.35,0.53,0.3,0.17,0.47,0.3,0.47
2024,7,15,24/25,Real Sociedad,Getafe,1000000,4000000,Alex Sola,ESP,"FW,MF",Alavés,es La Liga,24,1999,29,14,1262,14,0,3,3,0,0,0,2,0,1.6,1.6,2.3,3.9,40,42,103,0,0.21,0.21,0,0.21,0.12,0.16,0.28,0.12,0.28
2024,7,1,24/25,VfL Wolfsburg,SC Freiburg,1000000,2000000,Maximilian Philipp,GER,"FW,MF",Freiburg,de Bundesliga,29,1994,17,1,323,3.6,1,0,1,1,0,0,2,0,0.5,0.5,0.4,0.9,3,6,28,0.28,0,0.28,0.28,0.28,0.14,0.11,0.25,0.14,0.25
2024,7,1,24/25,Udinese,Torino,1000000,1500000,Adam Masina,MAR,DF,Udinese,it Serie A,29,1994,4,1,64,0.7,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,0,1,3,0,0,0,0,0,0.08,0,0.08,0.08,0.08
2024,7,1,24/25,Granada CF,Real Valladolid,1000000,800000,André Ferreira,POR,GK,Granada,es La Liga,27,1996,15,14,1340,14.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,7,1,24/25,Real Betis,CD Leganés,1000000,1500000,Juan Cruz,ARG,"FW,MF",Hellas Verona,it Serie A,24,1999,4,1,109,1.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,3,4,4,0,0,0,0,0,0.03,0.09,0.12,0.03,0.12
2025,1,22,24/25,FC Metz,Famalicão,900000,800000,Simon Elisor,FRA,FW,Metz,fr Ligue 1,24,1999,14,9,767,8.5,1,0,1,1,0,1,1,0,2.3,1.5,0.9,2.4,9,14,43,0.12,0,0.12,0.12,0.12,0.27,0.11,0.38,0.18,0.29
2024,7,1,24/25,Kolkheti Poti,Frosinone,900000,800000,Giorgi Kvernadze,GEO,"FW,DF",Frosinone,it Serie A,20,2003,5,0,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0
2025,1,24,24/25,Atalanta BC,AS Roma,800000,2500000,Pierluigi Gollini,ITA,GK,Napoli,it Serie A,28,1995,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,9,2,24/25,Sporting CP,Estrela Amadora,800000,2500000,Jovane Cabral,CPV,"MF,FW",Salernitana,it Serie A,25,1998,12,8,678,7.5,1,0,1,1,0,0,1,0,1.2,1.2,0.4,1.6,22,40,39,0.13,0,0.13,0.13,0.13,0.15,0.06,0.21,0.15,0.21
2024,7,3,24/25,Stade Reims,Cercle Brugge,700000,800000,Ibrahim Diakité,GUI,DF,Reims,fr Ligue 1,19,2003,5,1,109,1.2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,7,7,9,0,0,0,0,0,0,0.16,0.16,0,0.16
2025,2,3,24/25,Hellas Verona,Stade Rennais,500000,2000000,Ayanda Sishuba,BEL,"MF,FW",Lens,fr Ligue 1,18,2005,7,0,62,0.7,0,0,0,0,0,0,0,0,0.9,0.9,0,0.9,7,1,10,0,0,0,0,0,1.27,0.04,1.31,1.27,1.31
2025,1,21,24/25,Heidenheim,1.FSV Mainz 05,500000,5000000,Lennard Maloney,USA,MF,Heidenheim,de Bundesliga,23,1999,29,27,2284,25.4,1,1,2,1,0,0,1,0,0.8,0.8,1.1,1.8,3,62,17,0.04,0.04,0.08,0.04,0.08,0.03,0.04,0.07,0.03,0.07
2024,8,13,24/25,Rostov,Parma,500000,3000000,Pontus Almqvist,SWE,"FW,MF",Lecce,it Serie A,24,1999,30,25,2107,23.4,2,1,3,2,0,0,5,0,2.3,2.3,2.7,5,72,32,137,0.09,0.04,0.13,0.09,0.13,0.1,0.12,0.22,0.1,0.22
2024,7,11,24/25,Man Utd,Girona,500000,5000000,Donny van de Beek,NED,DF,Manchester Utd,eng Premier League,26,1997,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,1,0,0,0,0,0,1.09,4.44,5.54,1.09,5.54
2024,7,1,24/25,Montpellier,FC Basel,500000,1000000,Léo Leroy,FRA,MF,Montpellier,fr Ligue 1,23,2000,21,3,499,5.5,0,1,1,0,0,0,4,0,0.8,0.8,0.7,1.5,8,21,9,0,0.18,0.18,0,0.18,0.15,0.13,0.28,0.15,0.28
2025,2,4,24/25,Le Havre AC,Feyenoord,450000,3000000,Oussama Targhalline,MAR,MF,Le Havre,fr Ligue 1,21,2002,14,12,1025,11.4,0,0,0,0,0,0,4,1,0.2,0.2,0.4,0.6,27,70,15,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05
2025,1,23,24/25,Feirense,Estrela Amadora,300000,450000,João Costa,BRA,"MF,FW",Roma,it Serie A,18,2005,3,0,14,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.2,0.2,0,0.2
2024,7,5,24/25,FC Augsburg,SC Paderborn,300000,700000,Sven Michel,GER,"FW,MF",Augsburg,de Bundesliga,33,1990,22,5,583,6.5,2,1,3,1,1,2,2,0,2.4,0.8,0.8,1.7,6,14,44,0.31,0.15,0.46,0.15,0.31,0.37,0.13,0.5,0.13,0.26
2024,7,18,24/25,Vitória U20,Hellas Verona,100000,100000,Charlys,BRA,MF,Hellas Verona,it Serie A,19,2004,2,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.15,0.15,0,0.15
